participant,presentationnum,verb,condition,item,targword,question,yesno,list,version,index,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
IsFreddyPushingMolly,PUSHING,PUSHING,5,0.379,0,0.379,1.21972789116,142.043,167.58,0.101,125.53,0.369,--undefined--,161.446,149.807,131.495,56.940,69.281
IsFreddyPushingMolly,MOLLY,MOLLY,4,0.409,0,0.409,1.59886621315,147.044,252.12,0.325,108.01,0.113,119.065,111.601,171.905,246.624,57.044,67.332
IsFreddyPushingMolly,sp,sp,0,0.309,0,0.309,2.00793650794,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,14.496,21.946
IsHaileyKissingBenny,sp,sp,1,0.519,0,0.519,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,13.079,31.220
IsHaileyKissingBenny,IS,IS,2,0.239,0,0.239,0.531292517007,127.542,129.49,0.112,123.97,0.132,--undefined--,129.410,126.091,--undefined--,50.471,62.493
IsHaileyKissingBenny,BONNIE,BONNIE,4,0.269,0,0.269,0.77074829932,158.194,192.02,0.235,136.86,0.092,141.564,138.575,159.886,188.515,68.029,73.334
IsHaileyKissingBenny,KISSING,KISSING,5,0.389,0,0.389,1.04013605442,188.108,231.62,0.259,137.19,0.389,185.468,193.168,217.307,170.929,58.771,72.408
IsHaileyKissingBenny,BENNY,BENNY,4,0.289,0,0.289,1.42925170068,167.230,253.45,0.246,117.79,0.054,131.974,123.378,173.298,241.501,64.196,72.945
IsHaileyKissingBenny,sp,sp,0,0.200,0,0.200,1.71859410431,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,22.818,32.480
IsHenryLiftingJohnny,sp,sp,1,0.409,0,0.409,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,9.216,10.863
IsHenryLiftingJohnny,IS,IS,2,0.190,0,0.190,0.421541950113,157.854,200.61,0.032,132.83,0.116,196.084,156.173,135.242,--undefined--,53.300,67.602
IsHenryLiftingJohnny,HENRY,HENRY,5,0.309,0,0.309,0.611111111111,168.966,199.80,0.286,146.99,0.121,152.727,150.151,167.497,193.526,60.997,68.980
IsHenryLiftingJohnny,LIFTING,LIFTING,6,0.389,0,0.389,0.920408163265,191.900,225.84,0.273,167.00,0.054,173.723,176.805,224.084,212.736,55.972,68.009
IsHenryLiftingJohnny,sp,sp,1,0.030,0,0.030,1.30952380952,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,53.762,56.204
IsHenryLiftingJohnny,RONNIE,RONNIE,4,0.339,0,0.339,1.33945578231,128.724,197.80,0.304,97.46,0.107,111.071,100.161,129.870,186.672,59.893,69.569
IsHenryLiftingJohnny,sp,sp,0,0.170,0,0.170,1.67868480726,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,18.695,26.299
IsHenryLiftingOllie,sp,sp,1,0.309,0,0.309,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,6.994,9.638
IsHenryLiftingOllie,IS,IS,2,0.180,0,0.180,0.321768707483,141.354,150.61,0.068,135.01,0.098,--undefined--,144.327,135.490,--undefined--,55.748,69.311
IsHenryLiftingOllie,HENRY,HENRY,5,0.339,0,0.339,0.501360544218,161.553,182.02,0.265,142.21,0.063,146.029,149.111,169.632,175.276,65.023,71.667
IsHenryLiftingOllie,PULLING,PULLING,5,0.329,0,0.329,0.840589569161,191.801,241.33,0.209,168.35,0.329,177.220,182.574,220.328,193.010,56.798,71.035
IsHenryLiftingOllie,OLLIE,OLLIE,3,0.359,0,0.359,1.16984126984,161.648,244.53,0.289,117.29,0.106,133.557,125.665,186.221,239.102,62.995,71.492
IsHenryLiftingOllie,sp,sp,0,0.200,0,0.200,1.52902494331,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,15.015,23.447
IsHenryPushingTracy,sp,sp,1,0.449,0,0.449,0.0124716553288,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,10.492,33.029
